District Nces Id,district_name,week,learning_modality,operational_schools,student_count,city,state,zip_code
622590,Los Alamitos Unified,2022-08-28T00:00:00.000,In Person,9,9697,Los Alamitos,CA,90720
622650,Los Altos Elementary,2022-08-28T00:00:00.000,In Person,11,3999,Los Altos,CA,94024
622710,Los Angeles Unified,2022-08-28T00:00:00.000,In Person,782,483234,Los Angeles,CA,90017
622740,Los Banos Unified,2022-08-28T00:00:00.000,In Person,17,11084,Los Banos,CA,93635
622800,Los Gatos-Saratoga Union High,2022-08-28T00:00:00.000,In Person,2,3542,Los Gatos,CA,95030
622830,Los Gatos Union Elementary,2022-08-28T00:00:00.000,In Person,5,2978,Los Gatos,CA,95032
622950,Lost Hills Union Elementary,2022-08-28T00:00:00.000,In Person,2,287,Lost Hills,CA,93249
623010,Lowell Joint,2022-08-28T00:00:00.000,In Person,6,3147,Whittier,CA,90603
623080,Lucia Mar Unified,2022-08-28T00:00:00.000,In Person,19,10265,Arroyo Grande,CA,93420
623160,Lynwood Unified,2022-08-28T00:00:00.000,In Person,19,13245,Lynwood,CA,90262
623340,Madera Unified,2022-08-28T00:00:00.000,In Person,28,20119,Madera,CA,93637
623430,Magnolia Elementary,2022-08-28T00:00:00.000,In Person,9,5678,Anaheim,CA,92804
623530,Mammoth Unified,2022-08-28T00:00:00.000,In Person,4,1189,Mammoth Lakes,CA,93546
623610,Manteca Unified,2022-08-28T00:00:00.000,In Person,29,23834,Manteca,CA,95337
623820,Maricopa Unified,2022-08-28T00:00:00.000,In Person,3,284,Maricopa,CA,93252
623940,Mariposa County Unified,2022-08-28T00:00:00.000,In Person,11,1683,Mariposa,CA,95338
624030,Martinez Unified,2022-08-28T00:00:00.000,In Person,9,4156,Martinez,CA,94553
624090,Marysville Joint Unified,2022-08-28T00:00:00.000,In Person,22,9969,Marysville,CA,95901
624180,McCabe Union Elementary,2022-08-28T00:00:00.000,In Person,1,1359,El Centro,CA,92243
624210,McCloud Union Elementary,2022-08-28T00:00:00.000,In Person,1,58,McCloud,CA,96057
624230,McFarland Unified,2022-08-28T00:00:00.000,In Person,7,3547,McFarland,CA,93250
624300,McKinleyville Union Elementary,2022-08-28T00:00:00.000,In Person,3,1097,McKinleyville,CA,95519
624360,McSwain Union Elementary,2022-08-28T00:00:00.000,In Person,1,859,Merced,CA,95341
624390,Meadows Union Elementary,2022-08-28T00:00:00.000,In Person,1,478,El Centro,CA,92243
624480,Mendocino Unified,2022-08-28T00:00:00.000,In Person,6,525,Mendocino,CA,95460
624500,Milpitas Unified,2022-08-28T00:00:00.000,In Person,14,10308,Milpitas,CA,95035
624540,Menifee Union Elementary,2022-08-28T00:00:00.000,In Person,15,10765,Menifee,CA,92586
624570,Menlo Park City Elementary,2022-08-28T00:00:00.000,In Person,4,2922,Atherton,CA,94027
624600,Merced City Elementary,2022-08-28T00:00:00.000,In Person,19,11079,Merced,CA,95340
624630,Merced River Union Elementary,2022-08-28T00:00:00.000,In Person,1,203,Winton,CA,95388
624660,Merced Union High,2022-08-28T00:00:00.000,In Person,9,10748,Atwater,CA,95301
624780,Midway Elementary,2022-08-28T00:00:00.000,In Person,1,88,Fellows,CA,93224
624870,Mill Valley Elementary,2022-08-28T00:00:00.000,In Person,6,2839,Mill Valley,CA,94941
624930,Millville Elementary,2022-08-28T00:00:00.000,In Person,1,270,Millville,CA,96062
625130,Modesto City Elementary,2022-08-28T00:00:00.000,In Person,26,14604,Modesto,CA,95351
625150,Modesto City High,2022-08-28T00:00:00.000,In Person,8,15160,Modesto,CA,95351
625230,Mojave Unified,2022-08-28T00:00:00.000,In Person,6,2822,Mojave,CA,93501
625290,Monroe Elementary,2022-08-28T00:00:00.000,In Person,1,165,Fresno,CA,93725
625320,Monrovia Unified,2022-08-28T00:00:00.000,In Person,11,5404,Monrovia,CA,91016
625350,Monson-Sultana Joint Union Elementary,2022-08-28T00:00:00.000,In Person,1,463,Dinuba,CA,93618
625470,Montebello Unified,2022-08-28T00:00:00.000,In Person,29,24371,Montebello,CA,90640
625530,Monterey Peninsula Unified,2022-08-28T00:00:00.000,In Person,23,9957,Monterey,CA,93940
625650,Montgomery Elementary,2022-08-28T00:00:00.000,In Person,1,21,Cazadero,CA,95421
625690,Moorpark Unified,2022-08-28T00:00:00.000,In Person,10,6121,Moorpark,CA,93021
625770,Moreland,2022-08-28T00:00:00.000,In Person,7,4683,San Jose,CA,95130
625800,Moreno Valley Unified,2022-08-28T00:00:00.000,In Person,40,32299,Moreno Valley,CA,92553
625830,Morgan Hill Unified,2022-08-28T00:00:00.000,In Person,13,8369,Morgan Hill,CA,95037
625860,Morongo Unified,2022-08-28T00:00:00.000,In Person,17,8481,Twentynine Palms,CA,92277
625980,Mother Lode Union Elementary,2022-08-28T00:00:00.000,In Person,2,1028,Placerville,CA,95667
626040,Mt. Shasta Union Elementary,2022-08-28T00:00:00.000,In Person,2,554,Mount Shasta,CA,96067
626070,Mountain Elementary,2022-08-28T00:00:00.000,In Person,1,153,Soquel,CA,95073
626190,Mountain View Elementary,2022-08-28T00:00:00.000,In Person,12,6131,El Monte,CA,91732
626220,Mountain View Elementary,2022-08-28T00:00:00.000,In Person,4,2540,Ontario,CA,91761
626280,Mountain View Whisman,2022-08-28T00:00:00.000,In Person,12,5082,Mountain View,CA,94043
626310,Mountain View-Los Altos Union High,2022-08-28T00:00:00.000,In Person,3,4548,Mountain View,CA,94040
626370,Mt. Diablo Unified,2022-08-28T00:00:00.000,In Person,53,31037,Concord,CA,94519
626400,Mount Pleasant Elementary,2022-08-28T00:00:00.000,In Person,5,2110,San Jose,CA,95148
626430,Mulberry Elementary,2022-08-28T00:00:00.000,In Person,1,75,Brawley,CA,92227
626490,Muroc Joint Unified,2022-08-28T00:00:00.000,In Person,4,1780,North Edwards,CA,93523
626640,Napa Valley Unified,2022-08-28T00:00:00.000,In Person,27,17394,Napa,CA,94558
626670,National Elementary,2022-08-28T00:00:00.000,In Person,11,5046,National City,CA,91950
626880,Nevada Joint Union High,2022-08-28T00:00:00.000,In Person,5,2605,Grass Valley,CA,95945
626910,New Haven Unified,2022-08-28T00:00:00.000,In Person,13,11047,Union City,CA,94587
626970,New Hope Elementary,2022-08-28T00:00:00.000,In Person,1,185,Thornton,CA,95686
627060,Newark Unified,2022-08-28T00:00:00.000,In Person,13,5669,Newark,CA,94560
627180,Newhall,2022-08-28T00:00:00.000,In Person,10,6267,Valencia,CA,91355
627200,Newman-Crows Landing Unified,2022-08-28T00:00:00.000,In Person,9,3210,Newman,CA,95360
627240,Newport-Mesa Unified,2022-08-28T00:00:00.000,In Person,32,20173,Costa Mesa,CA,92626
627300,Nicasio,2022-08-28T00:00:00.000,In Person,1,38,Nicasio,CA,94946
627450,Norris Elementary,2022-08-28T00:00:00.000,In Person,5,4261,Bakersfield,CA,93312
627480,North County Joint Union Elementary,2022-08-28T00:00:00.000,In Person,1,744,Hollister,CA,95023
627590,North Monterey County Unified,2022-08-28T00:00:00.000,In Person,8,4594,Moss Landing,CA,95039
627690,Norwalk-La Mirada Unified,2022-08-28T00:00:00.000,In Person,28,16930,Norwalk,CA,90650
627720,Novato Unified,2022-08-28T00:00:00.000,In Person,15,7558,Novato,CA,94945
627780,Nuview Union,2022-08-28T00:00:00.000,In Person,4,2200,Nuevo,CA,92567
627810,Oak Grove Elementary,2022-08-28T00:00:00.000,In Person,17,9757,San Jose,CA,95119
627840,Oak Grove Union Elementary,2022-08-28T00:00:00.000,In Person,2,878,Santa Rosa,CA,95401
627850,Oak Park Unified,2022-08-28T00:00:00.000,In Person,8,4527,Oak Park,CA,91377
628050,Oakland Unified,2022-08-28T00:00:00.000,In Person,85,36154,Oakland,CA,94607
628080,Oakley Union Elementary,2022-08-28T00:00:00.000,In Person,9,5194,Oakley,CA,94561
