District Nces Id,district_name,week,learning_modality,operational_schools,student_count,city,state,zip_code
602341,High Tech High Mesa District,2022-08-28T00:00:00.000,In Person,1,229,San Diego,CA,92111
602345,Ednovate - USC Hybrid High College Prep District,2022-08-28T00:00:00.000,In Person,1,509,Los Angeles,CA,90071
602350,e3 Civic High District,2022-08-28T00:00:00.000,In Person,1,410,San Diego,CA,92101
602355,Prepa Tec Los Angeles High District,2022-08-28T00:00:00.000,In Person,1,340,Bell,CA,90201
602357,Connect Community Charter District,2022-08-28T00:00:00.000,In Person,1,215,Redwood City,CA,94063
602360,Alview-Dairyland Union Elementary,2022-08-28T00:00:00.000,In Person,2,385,Chowchilla,CA,93610
602362,Alliance Patti & Peter Neuwirth Leadership Academy District,2022-08-28T00:00:00.000,In Person,1,570,Los Angeles,CA,90037
602370,Alvina Elementary,2022-08-28T00:00:00.000,In Person,1,198,Caruthers,CA,93609
602385,Redding School of the Arts District,2022-08-28T00:00:00.000,In Person,1,598,Redding,CA,96003
602386,Diego Valley East Public Charter District,2022-08-28T00:00:00.000,In Person,1,347,El Cajon,CA,92021
602406,Connecting Waters Charter School - Central Valley District,2022-08-28T00:00:00.000,In Person,1,444,Modesto,CA,95350
602425,Equitas Academy Charter District,2022-08-28T00:00:00.000,In Person,1,474,Los Angeles,CA,90015
602426,Gateway High District,2022-08-28T00:00:00.000,In Person,1,485,San Francisco,CA,94115
602429,High Tech Elementary District,2022-08-28T00:00:00.000,In Person,1,419,San Diego,CA,92106
602430,Alvord Unified,2022-08-28T00:00:00.000,In Person,26,18170,Corona,CA,92879
602437,Assurance Learning Academy District,2022-08-28T00:00:00.000,In Person,1,3056,Lancaster,CA,93535
602439,The New School of San Francisco District,2022-08-28T00:00:00.000,In Person,1,288,San Francisco,CA,94107
602442,Highlands Community Charter District,2022-08-28T00:00:00.000,In Person,1,3336,Sacramento,CA,95838
602450,Amador County Unified,2022-08-28T00:00:00.000,In Person,12,3958,Jackson,CA,95642
602460,Yosemite Valley Charter District,2022-08-28T00:00:00.000,In Person,1,2188,Fresno,CA,93726
602477,Sebastopol Independent Charter District,2022-08-28T00:00:00.000,In Person,1,294,Sebastopol,CA,95472
602482,iLEAD Hybrid District,2022-08-28T00:00:00.000,In Person,1,3450,Acton,CA,93510
602517,California Connections Academy Monterey Bay District,2022-08-28T00:00:00.000,In Person,1,272,Scotts Valley,CA,95066
602610,Anaheim Elementary,2022-08-28T00:00:00.000,In Person,24,16374,Anaheim,CA,92805
602630,Anaheim Union High,2022-08-28T00:00:00.000,In Person,20,29832,Anaheim,CA,92803
602700,Anderson Union High,2022-08-28T00:00:00.000,In Person,6,1668,Anderson,CA,96007
602730,Anderson Valley Unified,2022-08-28T00:00:00.000,In Person,3,449,Boonville,CA,95415
602760,Antelope Elementary,2022-08-28T00:00:00.000,In Person,4,854,Red Bluff,CA,96080
602820,Antelope Valley Union High,2022-08-28T00:00:00.000,In Person,13,21756,Lancaster,CA,93534
602850,Antioch Unified,2022-08-28T00:00:00.000,In Person,24,16293,Antioch,CA,94509
602970,Arcadia Unified,2022-08-28T00:00:00.000,In Person,11,9254,Arcadia,CA,91006
603090,Arena Union Elementary,2022-08-28T00:00:00.000,In Person,1,232,Point Arena,CA,95468
603270,Arvin Union,2022-08-28T00:00:00.000,In Person,4,3086,Arvin,CA,93203
603300,Atascadero Unified,2022-08-28T00:00:00.000,In Person,12,4638,Atascadero,CA,93422
603420,Atwater Elementary,2022-08-28T00:00:00.000,In Person,10,4978,Atwater,CA,95301
603600,Azusa Unified,2022-08-28T00:00:00.000,In Person,16,7729,Azusa,CA,91702
603630,Bakersfield City,2022-08-28T00:00:00.000,In Person,45,30793,Bakersfield,CA,93305
603690,Baldwin Park Unified,2022-08-28T00:00:00.000,In Person,20,12110,Baldwin Park,CA,91706
603720,Ballard Elementary,2022-08-28T00:00:00.000,In Person,1,143,Solvang,CA,93463
603780,Bangor Union Elementary,2022-08-28T00:00:00.000,In Person,1,103,Bangor,CA,95914
603840,Banning Unified,2022-08-28T00:00:00.000,In Person,11,4583,Banning,CA,92220
604020,Barstow Unified,2022-08-28T00:00:00.000,In Person,13,6435,Barstow,CA,92311
604080,Bass Lake Joint Union Elementary,2022-08-28T00:00:00.000,In Person,4,891,Oakhurst,CA,93644
604110,Bassett Unified,2022-08-28T00:00:00.000,In Person,7,3406,La Puente,CA,91746
604200,Bayshore Elementary,2022-08-28T00:00:00.000,In Person,1,381,Daly City,CA,94014
604230,Bear Valley Unified,2022-08-28T00:00:00.000,In Person,7,2387,Big Bear Lake,CA,92315
604260,Beardsley Elementary,2022-08-28T00:00:00.000,In Person,4,2010,Bakersfield,CA,93308
604290,Beaumont Unified,2022-08-28T00:00:00.000,In Person,13,10769,Beaumont,CA,92223
604350,Bella Vista Elementary,2022-08-28T00:00:00.000,In Person,1,356,Bella Vista,CA,96008
604380,Bellevue Union,2022-08-28T00:00:00.000,In Person,4,1599,Santa Rosa,CA,95407
604440,Bellflower Unified,2022-08-28T00:00:00.000,In Person,15,11405,Bellflower,CA,90706
604500,Belleview Elementary,2022-08-28T00:00:00.000,In Person,2,177,Sonora,CA,95370
604530,Belmont-Redwood Shores Elementary,2022-08-28T00:00:00.000,In Person,7,4314,Belmont,CA,94002
604620,Benicia Unified,2022-08-28T00:00:00.000,In Person,8,4642,Benicia,CA,94510
604740,Berkeley Unified,2022-08-28T00:00:00.000,In Person,17,9844,Berkeley,CA,94702
604800,Berryessa Union Elementary,2022-08-28T00:00:00.000,In Person,14,6842,San Jose,CA,95132
604830,Beverly Hills Unified,2022-08-28T00:00:00.000,In Person,6,3572,Beverly Hills,CA,90212
605220,Black Butte Union Elementary,2022-08-28T00:00:00.000,In Person,2,227,Shingletown,CA,96088
605240,Black Oak Mine Unified,2022-08-28T00:00:00.000,In Person,6,1286,Georgetown,CA,95634
605250,Blake Elementary,2022-08-28T00:00:00.000,In Person,1,16,Woody,CA,93287
605400,Blue Lake Union Elementary,2022-08-28T00:00:00.000,In Person,1,164,Blue Lake,CA,95525
605580,Santa Maria-Bonita,2022-08-28T00:00:00.000,In Person,21,16959,Santa Maria,CA,93454
605610,Bonita Unified,2022-08-28T00:00:00.000,In Person,15,10039,San Dimas,CA,91773
605730,Bradley Union Elementary,2022-08-28T00:00:00.000,In Person,1,70,Bradley,CA,93426
605880,Brea-Olinda Unified,2022-08-28T00:00:00.000,In Person,10,6085,Brea,CA,92821
605910,Brentwood Union Elementary,2022-08-28T00:00:00.000,In Person,11,9290,Brentwood,CA,94513
605940,Bret Harte Union High,2022-08-28T00:00:00.000,In Person,2,642,Angels Camp,CA,95221
606000,Bridgeville Elementary,2022-08-28T00:00:00.000,In Person,1,44,Bridgeville,CA,95526
606270,Buckeye Union Elementary,2022-08-28T00:00:00.000,In Person,9,4664,El Dorado Hills,CA,95762
606360,Buena Park Elementary,2022-08-28T00:00:00.000,In Person,8,4464,Buena Park,CA,90620
606390,Panama-Buena Vista Union,2022-08-28T00:00:00.000,In Person,24,18714,Bakersfield,CA,93313
606420,Buena Vista Elementary,2022-08-28T00:00:00.000,In Person,1,208,Tulare,CA,93274
606450,Burbank Unified,2022-08-28T00:00:00.000,In Person,21,15182,Burbank,CA,91506
606480,Burlingame Elementary,2022-08-28T00:00:00.000,In Person,8,3534,Burlingame,CA,94010
606570,Burton Elementary,2022-08-28T00:00:00.000,In Person,7,4751,Porterville,CA,93257
606580,Butte Valley Unified,2022-08-28T00:00:00.000,In Person,4,287,Dorris,CA,96023
606690,Butteville Union Elementary,2022-08-28T00:00:00.000,In Person,1,182,Weed,CA,96094
606780,Cabrillo Unified,2022-08-28T00:00:00.000,In Person,7,3136,Half Moon Bay,CA,94019
606810,Cajon Valley Union,2022-08-28T00:00:00.000,In Person,28,16419,El Cajon,CA,92020
606870,Calaveras Unified,2022-08-28T00:00:00.000,In Person,9,2875,San Andreas,CA,95249
606900,Calexico Unified,2022-08-28T00:00:00.000,In Person,12,8972,Calexico,CA,92231
607140,Cambrian,2022-08-28T00:00:00.000,In Person,6,3366,San Jose,CA,95124
607200,Campbell Union,2022-08-28T00:00:00.000,In Person,13,6974,Campbell,CA,95008
607230,Campbell Union High,2022-08-28T00:00:00.000,In Person,6,8465,San Jose,CA,95124
607410,Capay Joint Union Elementary,2022-08-28T00:00:00.000,In Person,1,191,Orland,CA,95963
607440,Capistrano Unified,2022-08-28T00:00:00.000,In Person,59,46501,San Juan Capistrano,CA,92675
607470,Cardiff Elementary,2022-08-28T00:00:00.000,In Person,2,655,Cardiff-by-the-Sea,CA,92007
607500,Carlsbad Unified,2022-08-28T00:00:00.000,In Person,16,11481,Carlsbad,CA,92009
607530,Carmel Unified,2022-08-28T00:00:00.000,In Person,8,2483,Carmel,CA,93922
607800,Castro Valley Unified,2022-08-28T00:00:00.000,In Person,16,9321,Castro Valley,CA,94546
607900,Center Joint Unified,2022-08-28T00:00:00.000,In Person,7,4258,Antelope,CA,95843
607920,Centinela Valley Union High,2022-08-28T00:00:00.000,In Person,5,6324,Lawndale,CA,90260
607950,Central Elementary,2022-08-28T00:00:00.000,In Person,7,4449,Rancho Cucamonga,CA,91730
607970,Central Unified,2022-08-28T00:00:00.000,In Person,23,15841,Fresno,CA,93722
607980,Central Union Elementary,2022-08-28T00:00:00.000,In Person,4,1875,Lemoore,CA,93245
608010,Central Union High,2022-08-28T00:00:00.000,In Person,4,4162,El Centro,CA,92243
608070,Centralia Elementary,2022-08-28T00:00:00.000,In Person,8,4218,Buena Park,CA,90620
608130,Ceres Unified,2022-08-28T00:00:00.000,In Person,24,14522,Ceres,CA,95307
608160,Chaffey Joint Union High,2022-08-28T00:00:00.000,In Person,11,23724,Ontario,CA,91762
608190,Charter Oak Unified,2022-08-28T00:00:00.000,In Person,10,4540,Covina,CA,91724
608340,Chicago Park Elementary,2022-08-28T00:00:00.000,In Person,2,170,Grass Valley,CA,95945
608370,Chico Unified,2022-08-28T00:00:00.000,In Person,22,12362,Chico,CA,95928
608460,Chino Valley Unified,2022-08-28T00:00:00.000,In Person,34,27511,Chino,CA,91710
608550,Chowchilla Union High,2022-08-28T00:00:00.000,In Person,2,1103,Chowchilla,CA,93610
608580,Chualar Union,2022-08-28T00:00:00.000,In Person,1,298,Chualar,CA,93925
608610,Chula Vista Elementary,2022-08-28T00:00:00.000,In Person,42,23116,Chula Vista,CA,91910
608760,Claremont Unified,2022-08-28T00:00:00.000,In Person,12,6868,Claremont,CA,91711
608970,Cloverdale Unified,2022-08-28T00:00:00.000,In Person,6,1383,Cloverdale,CA,95425
609030,Clovis Unified,2022-08-28T00:00:00.000,In Person,49,43654,Clovis,CA,93611
609070,Coachella Valley Unified,2022-08-28T00:00:00.000,In Person,22,17657,Thermal,CA,92274
609120,Coalinga-Huron Unified,2022-08-28T00:00:00.000,In Person,11,4510,Coalinga,CA,93210
609390,Colton Joint Unified,2022-08-28T00:00:00.000,In Person,28,21469,Colton,CA,92324
609450,Columbia Elementary,2022-08-28T00:00:00.000,In Person,3,767,Redding,CA,96003
609480,Columbia Union,2022-08-28T00:00:00.000,In Person,1,467,Columbia,CA,95310
609510,Columbine Elementary,2022-08-28T00:00:00.000,In Person,1,194,Delano,CA,93215
609570,Colusa Unified,2022-08-28T00:00:00.000,In Person,5,1526,Colusa,CA,95932
609620,Compton Unified,2022-08-28T00:00:00.000,In Person,37,20400,Compton,CA,90221
609640,Conejo Valley Unified,2022-08-28T00:00:00.000,In Person,27,18345,Thousand Oaks,CA,91362
609690,Corcoran Joint Unified,2022-08-28T00:00:00.000,In Person,8,3303,Corcoran,CA,93212
609850,Corona-Norco Unified,2022-08-28T00:00:00.000,In Person,53,52557,Norco,CA,92860
609870,Coronado Unified,2022-08-28T00:00:00.000,In Person,5,3063,Coronado,CA,92118
609940,Cotati-Rohnert Park Unified,2022-08-28T00:00:00.000,In Person,13,5675,Rohnert Park,CA,94928
610050,Covina-Valley Unified,2022-08-28T00:00:00.000,In Person,18,11660,Covina,CA,91723
610260,Culver City Unified,2022-08-28T00:00:00.000,In Person,9,7106,Culver City,CA,90232
610290,Cupertino Union,2022-08-28T00:00:00.000,In Person,25,16718,Sunnyvale,CA,94087
610350,Cutler-Orosi Joint Unified,2022-08-28T00:00:00.000,In Person,8,4123,Orosi,CA,93647
610380,Cutten Elementary,2022-08-28T00:00:00.000,In Person,2,639,Eureka,CA,95503
610440,Cypress Elementary,2022-08-28T00:00:00.000,In Person,6,3813,Cypress,CA,90630
610620,Davis Joint Unified,2022-08-28T00:00:00.000,In Person,17,8546,Davis,CA,95616
610740,Del Mar Union Elementary,2022-08-28T00:00:00.000,In Person,8,4132,San Diego,CA,92130
610770,Del Norte County Unified,2022-08-28T00:00:00.000,In Person,11,3706,Crescent City,CA,95531
610860,Delano Joint Union High,2022-08-28T00:00:00.000,In Person,4,4263,Delano,CA,93215
610890,Delano Union Elementary,2022-08-28T00:00:00.000,In Person,12,6687,Delano,CA,93215
611040,Denair Unified,2022-08-28T00:00:00.000,In Person,5,1315,Denair,CA,95316
611100,Desert Center Unified,2022-08-28T00:00:00.000,In Person,1,28,Desert Center,CA,92239
611110,Desert Sands Unified,2022-08-28T00:00:00.000,In Person,34,27963,La Quinta,CA,92253
611220,Miller Creek Elementary,2022-08-28T00:00:00.000,In Person,4,2024,San Rafael,CA,94903
611280,Dixon Unified,2022-08-28T00:00:00.000,In Person,7,3081,Dixon,CA,95620
611460,Downey Unified,2022-08-28T00:00:00.000,In Person,21,22101,Downey,CA,90241
611490,Dry Creek Joint Elementary,2022-08-28T00:00:00.000,In Person,10,6681,Roseville,CA,95747
611520,Duarte Unified,2022-08-28T00:00:00.000,In Person,7,3433,Duarte,CA,91010
611670,Dunsmuir Elementary,2022-08-28T00:00:00.000,In Person,1,93,Dunsmuir,CA,96025
611760,Earlimart Elementary,2022-08-28T00:00:00.000,In Person,4,1614,Earlimart,CA,93219
611780,East Nicolaus Joint Union High,2022-08-28T00:00:00.000,In Person,1,312,Nicolaus,CA,95659
611820,East Side Union High,2022-08-28T00:00:00.000,In Person,16,22576,San Jose,CA,95133
611850,East Whittier City Elementary,2022-08-28T00:00:00.000,In Person,13,8471,Whittier,CA,90605
611910,Eastside Union Elementary,2022-08-28T00:00:00.000,In Person,6,3329,Lancaster,CA,93535
612030,El Centro Elementary,2022-08-28T00:00:00.000,In Person,13,5339,El Centro,CA,92243
612070,El Dorado Union High,2022-08-28T00:00:00.000,In Person,6,6814,Placerville,CA,95667
612090,El Monte City,2022-08-28T00:00:00.000,In Person,15,7921,El Monte,CA,91731
612120,El Monte Union High,2022-08-28T00:00:00.000,In Person,7,8299,El Monte,CA,91731
612150,El Nido Elementary,2022-08-28T00:00:00.000,In Person,2,158,El Nido,CA,95317
612180,El Rancho Unified,2022-08-28T00:00:00.000,In Person,15,8228,Pico Rivera,CA,90660
612210,El Segundo Unified,2022-08-28T00:00:00.000,In Person,5,3502,El Segundo,CA,90245
612330,Elk Grove Unified,2022-08-28T00:00:00.000,In Person,66,63660,Elk Grove,CA,95624
612600,Elverta Joint Elementary,2022-08-28T00:00:00.000,In Person,3,312,Elverta,CA,95626
612690,Empire Union Elementary,2022-08-28T00:00:00.000,In Person,6,2996,Modesto,CA,95357
612750,Encinitas Union Elementary,2022-08-28T00:00:00.000,In Person,9,5342,Encinitas,CA,92024
612810,Enterprise Elementary,2022-08-28T00:00:00.000,In Person,9,3846,Redding,CA,96002
612840,Escalon Unified,2022-08-28T00:00:00.000,In Person,7,2704,Escalon,CA,95320
612880,Escondido Union,2022-08-28T00:00:00.000,In Person,23,14996,Escondido,CA,92029
612910,Escondido Union High,2022-08-28T00:00:00.000,In Person,5,7274,Escondido,CA,92027
612960,Etiwanda Elementary,2022-08-28T00:00:00.000,In Person,18,14020,Etiwanda,CA,91739
613080,Eureka Union,2022-08-28T00:00:00.000,In Person,7,3345,Granite Bay,CA,95746
613140,Evergreen Elementary,2022-08-28T00:00:00.000,In Person,18,10426,San Jose,CA,95148
613170,Evergreen Union,2022-08-28T00:00:00.000,In Person,6,1237,Cottonwood,CA,96022
613360,Fairfield-Suisun Unified,2022-08-28T00:00:00.000,In Person,30,21287,Fairfield,CA,94534
613500,Fallbrook Union Elementary,2022-08-28T00:00:00.000,In Person,11,5278,Fallbrook,CA,92028
613740,Fieldbrook Elementary,2022-08-28T00:00:00.000,In Person,1,124,McKinleyville,CA,95519
613800,Fillmore Unified,2022-08-28T00:00:00.000,In Person,9,3734,Fillmore,CA,93016
613840,Firebaugh-Las Deltas Unified,2022-08-28T00:00:00.000,In Person,6,2237,Firebaugh,CA,93622
613860,Flournoy Union Elementary,2022-08-28T00:00:00.000,In Person,1,30,Flournoy,CA,96029
613890,Folsom-Cordova Unified,2022-08-28T00:00:00.000,In Person,34,20602,Rancho Cordova,CA,95742
613920,Fontana Unified,2022-08-28T00:00:00.000,In Person,44,36160,Fontana,CA,92335
613980,Foresthill Union Elementary,2022-08-28T00:00:00.000,In Person,1,417,Foresthill,CA,95631
614220,Fountain Valley Elementary,2022-08-28T00:00:00.000,In Person,10,6320,Fountain Valley,CA,92708
614250,Fowler Unified,2022-08-28T00:00:00.000,In Person,9,2589,Fowler,CA,93625
614370,Franklin-McKinley Elementary,2022-08-28T00:00:00.000,In Person,16,6872,San Jose,CA,95112
614400,Fremont Unified,2022-08-28T00:00:00.000,In Person,43,35431,Fremont,CA,94538
614430,Fremont Union High,2022-08-28T00:00:00.000,In Person,6,11071,Sunnyvale,CA,94087
614490,French Gulch-Whiskeytown Elementary,2022-08-28T00:00:00.000,In Person,1,25,French Gulch,CA,96033
614520,Freshwater Elementary,2022-08-28T00:00:00.000,In Person,2,348,Eureka,CA,95503
614550,Fresno Unified,2022-08-28T00:00:00.000,In Person,100,71265,Fresno,CA,93721
614700,Fruitvale Elementary,2022-08-28T00:00:00.000,In Person,5,3232,Bakersfield,CA,93308
614730,Fullerton Elementary,2022-08-28T00:00:00.000,In Person,20,12852,Fullerton,CA,92833
614760,Fullerton Joint Union High,2022-08-28T00:00:00.000,In Person,8,13630,Fullerton,CA,92833
614790,Galt Joint Union Elementary,2022-08-28T00:00:00.000,In Person,6,3546,Galt,CA,95632
614820,Galt Joint Union High,2022-08-28T00:00:00.000,In Person,3,2213,Galt,CA,95632
614880,Garden Grove Unified,2022-08-28T00:00:00.000,In Person,66,41423,Garden Grove,CA,92840
614910,Garfield Elementary,2022-08-28T00:00:00.000,In Person,1,66,Eureka,CA,95503
614940,Garvey Elementary,2022-08-28T00:00:00.000,In Person,11,4470,Rosemead,CA,91770
614950,Gateway Unified,2022-08-28T00:00:00.000,In Person,8,2262,Redding,CA,96003
615180,Gilroy Unified,2022-08-28T00:00:00.000,In Person,15,11135,Gilroy,CA,95020
615240,Glendale Unified,2022-08-28T00:00:00.000,In Person,34,25528,Glendale,CA,91206
615270,Glendora Unified,2022-08-28T00:00:00.000,In Person,10,7116,Glendora,CA,91741
615450,Gold Trail Union Elementary,2022-08-28T00:00:00.000,In Person,2,652,Placerville,CA,95667
615510,Goleta Union Elementary,2022-08-28T00:00:00.000,In Person,10,3619,Goleta,CA,93117
615600,Gorman Joint,2022-08-28T00:00:00.000,In Person,1,74,Gorman,CA,93243
615780,Grass Valley Elementary,2022-08-28T00:00:00.000,In Person,5,1789,Grass Valley,CA,95945
615810,Gratton Elementary,2022-08-28T00:00:00.000,In Person,2,152,Denair,CA,95316
615840,Gravenstein Union Elementary,2022-08-28T00:00:00.000,In Person,4,770,Sebastopol,CA,95472
615870,Graves Elementary,2022-08-28T00:00:00.000,In Person,1,42,Salinas,CA,93908
616050,Greenfield Union,2022-08-28T00:00:00.000,In Person,12,9643,Bakersfield,CA,93307
616080,Greenfield Union Elementary,2022-08-28T00:00:00.000,In Person,5,3550,Greenfield,CA,93927
616110,Grenada Elementary,2022-08-28T00:00:00.000,In Person,1,217,Grenada,CA,96038
616230,Grossmont Union High,2022-08-28T00:00:00.000,In Person,15,16789,El Cajon,CA,92020
616325,Hacienda la Puente Unified,2022-08-28T00:00:00.000,In Person,36,17826,City Of Industry,CA,91745
616470,Hanford Elementary,2022-08-28T00:00:00.000,In Person,12,5928,Hanford,CA,93230
616500,Hanford Joint Union High,2022-08-28T00:00:00.000,In Person,6,4016,Hanford,CA,93230
616620,Harmony Union Elementary,2022-08-28T00:00:00.000,In Person,2,227,Occidental,CA,95465
616680,Hawthorne,2022-08-28T00:00:00.000,In Person,11,7924,Hawthorne,CA,90250
616740,Hayward Unified,2022-08-28T00:00:00.000,In Person,32,19802,Hayward,CA,94544
616860,Helendale Elementary,2022-08-28T00:00:00.000,In Person,4,1113,Helendale,CA,92342
616920,Hemet Unified,2022-08-28T00:00:00.000,In Person,27,22303,Hemet,CA,92545
617220,Hilmar Unified,2022-08-28T00:00:00.000,In Person,6,2429,Hilmar,CA,95324
617340,Hollister,2022-08-28T00:00:00.000,In Person,10,5612,Hollister,CA,95023
617490,Hope Elementary,2022-08-28T00:00:00.000,In Person,3,932,Santa Barbara,CA,93110
617520,Hope Elementary,2022-08-28T00:00:00.000,In Person,1,233,Porterville,CA,93257
617640,Hot Springs Elementary,2022-08-28T00:00:00.000,In Person,1,24,California Hot Springs,CA,93207
617760,Howell Mountain Elementary,2022-08-28T00:00:00.000,In Person,1,99,Angwin,CA,94508
617850,Hueneme Elementary,2022-08-28T00:00:00.000,In Person,11,7946,Port Hueneme,CA,93041
617880,Hughes-Elizabeth Lakes Union Elementary,2022-08-28T00:00:00.000,In Person,1,179,Lake Hughes,CA,93532
618030,Huntington Beach City Elementary,2022-08-28T00:00:00.000,In Person,8,6456,Huntington Beach,CA,92646
618060,Huntington Beach Union High,2022-08-28T00:00:00.000,In Person,8,15894,Huntington Beach,CA,92649
618120,Hydesville Elementary,2022-08-28T00:00:00.000,In Person,1,198,Hydesville,CA,95547
618210,Imperial Unified,2022-08-28T00:00:00.000,In Person,6,4337,Imperial,CA,92251
618390,Inglewood Unified,2022-08-28T00:00:00.000,In Person,17,8404,Inglewood,CA,90301
618660,Jacoby Creek Elementary,2022-08-28T00:00:00.000,In Person,1,467,Bayside,CA,95524
618730,Jamul-Dulzura Union Elementary,2022-08-28T00:00:00.000,In Person,2,576,Jamul,CA,91935
618840,Jefferson Elementary,2022-08-28T00:00:00.000,In Person,4,2287,Tracy,CA,95377
618870,Jefferson Elementary,2022-08-28T00:00:00.000,In Person,14,5862,Daly City,CA,94015
618930,Jefferson Union High,2022-08-28T00:00:00.000,In Person,5,4342,Daly City,CA,94015
618990,John Swett Unified,2022-08-28T00:00:00.000,In Person,4,1422,Rodeo,CA,94572
619200,Junction Elementary,2022-08-28T00:00:00.000,In Person,1,330,Palo Cedro,CA,96073
619260,Jurupa Unified,2022-08-28T00:00:00.000,In Person,25,19089,Jurupa Valley,CA,92509
619320,Kelseyville Unified,2022-08-28T00:00:00.000,In Person,7,1741,Kelseyville,CA,95451
619380,Kentfield Elementary,2022-08-28T00:00:00.000,In Person,2,1189,Kentfield,CA,94904
619410,Kenwood,2022-08-28T00:00:00.000,In Person,1,141,Kenwood,CA,95452
619440,Keppel Union Elementary,2022-08-28T00:00:00.000,In Person,7,2651,Pearblossom,CA,93553
619490,Kerman Unified,2022-08-28T00:00:00.000,In Person,7,5281,Kerman,CA,93630
619540,Kern High,2022-08-28T00:00:00.000,In Person,24,41451,Bakersfield,CA,93309
619650,South Monterey County Joint Union High,2022-08-28T00:00:00.000,In Person,4,2581,King City,CA,93930
619680,King City Union,2022-08-28T00:00:00.000,In Person,6,2671,King City,CA,93930
619700,Kings Canyon Joint Unified,2022-08-28T00:00:00.000,In Person,23,9834,Reedley,CA,93654
619770,Kings River-Hardwick Union Elementary,2022-08-28T00:00:00.000,In Person,1,840,Hanford,CA,93230
619800,Kingsburg Elementary Charter,2022-08-28T00:00:00.000,In Person,7,2150,Kingsburg,CA,93631
620040,Knightsen Elementary,2022-08-28T00:00:00.000,In Person,2,605,Knightsen,CA,94548
620070,Konocti Unified,2022-08-28T00:00:00.000,In Person,11,3716,Lower Lake,CA,95457
620130,La Canada Unified,2022-08-28T00:00:00.000,In Person,4,4131,La Canada,CA,91011
620190,La Habra City Elementary,2022-08-28T00:00:00.000,In Person,9,4666,La Habra,CA,90631
620250,La Mesa-Spring Valley,2022-08-28T00:00:00.000,In Person,23,11798,La Mesa,CA,91942
620310,Lafayette Elementary,2022-08-28T00:00:00.000,In Person,5,3537,Lafayette,CA,94549
620370,Laguna Beach Unified,2022-08-28T00:00:00.000,In Person,4,2788,Laguna Beach,CA,92651
620460,Pacifica,2022-08-28T00:00:00.000,In Person,8,3110,Pacifica,CA,94044
620490,Lagunita Elementary,2022-08-28T00:00:00.000,In Person,1,91,Salinas,CA,93907
620640,Lake Tahoe Unified,2022-08-28T00:00:00.000,In Person,8,3905,South Lake Tahoe,CA,96150
620700,Lakeside Joint,2022-08-28T00:00:00.000,In Person,1,74,Los Gatos,CA,95033
620790,Lakeside Union Elementary,2022-08-28T00:00:00.000,In Person,11,4988,Lakeside,CA,92040
620880,Lancaster Elementary,2022-08-28T00:00:00.000,In Person,22,14332,Lancaster,CA,93534
620910,Larkspur-Corte Madera,2022-08-28T00:00:00.000,In Person,3,1533,Larkspur,CA,94939
621000,Las Virgenes Unified,2022-08-28T00:00:00.000,In Person,16,10886,Calabasas,CA,91302
621150,Laton Joint Unified,2022-08-28T00:00:00.000,In Person,4,661,Laton,CA,93242
621180,Latrobe,2022-08-28T00:00:00.000,In Person,2,147,Shingle Springs,CA,95682
621210,Lawndale Elementary,2022-08-28T00:00:00.000,In Person,9,5172,Lawndale,CA,90260
621330,Lemon Grove,2022-08-28T00:00:00.000,In Person,6,3421,Lemon Grove,CA,91945
621360,Lemoore Union Elementary,2022-08-28T00:00:00.000,In Person,7,3382,Lemoore,CA,93245
621400,Lemoore Union High,2022-08-28T00:00:00.000,In Person,2,1983,Lemoore,CA,93245
621420,Lennox,2022-08-28T00:00:00.000,In Person,8,4944,Lennox,CA,90304
621450,Richland Union Elementary,2022-08-28T00:00:00.000,In Person,4,2851,Shafter,CA,93263
621480,Lewiston Elementary,2022-08-28T00:00:00.000,In Person,1,61,Lewiston,CA,96052
621540,Liberty Elementary,2022-08-28T00:00:00.000,In Person,3,208,Petaluma,CA,94952
621690,Lincoln Unified,2022-08-28T00:00:00.000,In Person,14,9389,Stockton,CA,95207
621810,Linden Unified,2022-08-28T00:00:00.000,In Person,6,2350,Linden,CA,95236
621870,Lindsay Unified,2022-08-28T00:00:00.000,In Person,11,4085,Lindsay,CA,93247
621900,Linns Valley-Poso Flat Union,2022-08-28T00:00:00.000,In Person,1,17,Glennville,CA,93226
621930,Little Lake City Elementary,2022-08-28T00:00:00.000,In Person,9,4369,Santa Fe Springs,CA,90670
622050,Live Oak Unified,2022-08-28T00:00:00.000,In Person,6,1887,Live Oak,CA,95953
622110,Livermore Valley Joint Unified,2022-08-28T00:00:00.000,In Person,18,13722,Livermore,CA,94551
622170,Livingston Union,2022-08-28T00:00:00.000,In Person,5,2494,Livingston,CA,95334
622230,Lodi Unified,2022-08-28T00:00:00.000,In Person,49,28626,Lodi,CA,95240
622350,Loma Prieta Joint Union Elementary,2022-08-28T00:00:00.000,In Person,2,493,Los Gatos,CA,95033
622380,Las Lomitas Elementary,2022-08-28T00:00:00.000,In Person,2,1208,Menlo Park,CA,94025
622410,Lompoc Unified,2022-08-28T00:00:00.000,In Person,16,9631,Lompoc,CA,93436
622440,Lone Pine Unified,2022-08-28T00:00:00.000,In Person,2,329,Lone Pine,CA,93545
622500,Long Beach Unified,2022-08-28T00:00:00.000,In Person,84,71712,Long Beach,CA,90810
622560,Loomis Union Elementary,2022-08-28T00:00:00.000,In Person,7,3011,Loomis,CA,95650
